,size,instance,depth,edge_prob,diag_time,sim_time
0,6,0,1,0.2,0.0006839160014351364,0.0033107920025940984
1,6,0,2,0.2,0.0006839160014351364,0.0011258749982516747
2,6,0,4,0.2,0.0006839160014351364,0.001825583996833302
3,6,0,8,0.2,0.0006839160014351364,0.0032339579993276857
4,6,0,16,0.2,0.0006839160014351364,0.006100041999161476
5,6,0,1,0.4,0.0006683749998046551,0.0007630830004927702
6,6,0,2,0.4,0.0006683749998046551,0.0011412500025471672
7,6,0,4,0.4,0.0006683749998046551,0.0021384589999797754
8,6,0,8,0.4,0.0006683749998046551,0.003858541000226978
9,6,0,16,0.4,0.0006683749998046551,0.0069232919995556585
10,6,0,1,0.6,0.002029125000262866,0.0009507499999017455
11,6,0,2,0.6,0.002029125000262866,0.0015399160001834389
12,6,0,4,0.6,0.002029125000262866,0.002759082999546081
13,6,0,8,0.6,0.002029125000262866,0.005069291000836529
14,6,0,16,0.6,0.002029125000262866,0.00988491699899896
15,6,0,1,0.8,0.0017241669993381947,0.0009164580005744938
16,6,0,2,0.8,0.0017241669993381947,0.0014502500016533304
17,6,0,4,0.8,0.0017241669993381947,0.0026644589997886214
18,6,0,8,0.8,0.0017241669993381947,0.0048843750009837095
19,6,0,16,0.8,0.0017241669993381947,0.009406167002453003
20,6,1,1,0.2,0.0003893329994753003,0.0006947080000827555
21,6,1,2,0.2,0.0003893329994753003,0.0011152080005558673
22,6,1,4,0.2,0.0003893329994753003,0.0017789999983506277
23,6,1,8,0.2,0.0003893329994753003,0.003137125000648666
24,6,1,16,0.2,0.0003893329994753003,0.006062665997887962
25,6,1,1,0.4,0.0007548339999630116,0.000778499997977633
26,6,1,2,0.4,0.0007548339999630116,0.0012153339994256385
27,6,1,4,0.4,0.0007548339999630116,0.0021327079994080123
28,6,1,8,0.4,0.0007548339999630116,0.003822292001132155
29,6,1,16,0.4,0.0007548339999630116,0.007315959002880845
30,6,1,1,0.6,0.0010922910005319864,0.0008354579986189492
31,6,1,2,0.6,0.0010922910005319864,0.0012749160014209338
32,6,1,4,0.6,0.0010922910005319864,0.0023490829989896156
33,6,1,8,0.6,0.0010922910005319864,0.004214749998936895
34,6,1,16,0.6,0.0010922910005319864,0.008114666998153552
35,6,1,1,0.8,0.001984124999580672,0.0009421669965377077
36,6,1,2,0.8,0.001984124999580672,0.0014800409990129992
37,6,1,4,0.8,0.001984124999580672,0.0027651669988699723
38,6,1,8,0.8,0.001984124999580672,0.005059749997599283
39,6,1,16,0.8,0.001984124999580672,0.00980208300097729
40,6,2,1,0.2,0.00048633299957145937,0.0007270829992194194
41,6,2,2,0.2,0.00048633299957145937,0.0010790420019475278
42,6,2,4,0.2,0.00048633299957145937,0.0019283340006950311
43,6,2,8,0.2,0.00048633299957145937,0.0033916669999598525
44,6,2,16,0.2,0.00048633299957145937,0.006418625001970213
45,6,2,1,0.4,0.0009172089994535781,0.0007997499997145496
46,6,2,2,0.4,0.0009172089994535781,0.0012347090014372952
47,6,2,4,0.4,0.0009172089994535781,0.0022250000001804437
48,6,2,8,0.4,0.0009172089994535781,0.004034417001093971
49,6,2,16,0.4,0.0009172089994535781,0.007709875000728061
50,6,2,1,0.6,0.0012726669992844108,0.0008555830027034972
51,6,2,2,0.6,0.0012726669992844108,0.0013339580000319984
52,6,2,4,0.6,0.0012726669992844108,0.0024478749983245507
53,6,2,8,0.6,0.0012726669992844108,0.0044737919997714926
54,6,2,16,0.6,0.0012726669992844108,0.008519708000676474
55,6,2,1,0.8,0.0017525420007586945,0.0009129999998549465
56,6,2,2,0.8,0.0017525420007586945,0.0014282500014815014
57,6,2,4,0.8,0.0017525420007586945,0.0026523330016061664
58,6,2,8,0.8,0.0017525420007586945,0.004860875000304077
59,6,2,16,0.8,0.0017525420007586945,0.009443250000913395
60,6,3,1,0.2,0.00018641700080479495,0.0006224999997357372
61,6,3,2,0.2,0.00018641700080479495,0.0009024169994518161
62,6,3,4,0.2,0.00018641700080479495,0.001557791001687292
63,6,3,8,0.2,0.00018641700080479495,0.0027471670000522863
64,6,3,16,0.2,0.00018641700080479495,0.005103458999656141
65,6,3,1,0.4,0.0009113339983741753,0.0007879999975557439
66,6,3,2,0.4,0.0009113339983741753,0.0012293750005483162
67,6,3,4,0.4,0.0009113339983741753,0.002258165997773176
68,6,3,8,0.4,0.0009113339983741753,0.004043790999276098
69,6,3,16,0.4,0.0009113339983741753,0.007811291998223169
70,6,3,1,0.6,0.0009241670013580006,0.0008077500024228357
71,6,3,2,0.6,0.0009241670013580006,0.001237166998180328
72,6,3,4,0.6,0.0009241670013580006,0.0022204580018296838
73,6,3,8,0.6,0.0009241670013580006,0.00405158299690811
74,6,3,16,0.6,0.0009241670013580006,0.0077219999984663446
75,6,3,1,0.8,0.0015017910009191837,0.0008917500017560087
76,6,3,2,0.8,0.0015017910009191837,0.001379540997731965
77,6,3,4,0.8,0.0015017910009191837,0.0025386249981238507
78,6,3,8,0.8,0.0015017910009191837,0.0046701249993930105
79,6,3,16,0.8,0.0015017910009191837,0.008976500001153909
80,6,4,1,0.2,0.00047466600153711624,0.0007147500000428408
81,6,4,2,0.2,0.00047466600153711624,0.0011220000014873222
82,6,4,4,0.2,0.00047466600153711624,0.0019044170003326144
83,6,4,8,0.2,0.00047466600153711624,0.003402750000532251
84,6,4,16,0.2,0.00047466600153711624,0.006424291001167148
85,6,4,1,0.4,0.000888541999302106,0.0008172500020009466
86,6,4,2,0.4,0.000888541999302106,0.0012165000007371418
87,6,4,4,0.4,0.000888541999302106,0.0022080839989939705
88,6,4,8,0.4,0.000888541999302106,0.004018874999019317
89,6,4,16,0.4,0.000888541999302106,0.007747375002509216
90,6,4,1,0.6,0.0014894999985699542,0.0009449999997741543
91,6,4,2,0.6,0.0014894999985699542,0.0014833749992249068
92,6,4,4,0.6,0.0014894999985699542,0.0025454579990764614
93,6,4,8,0.6,0.0014894999985699542,0.004643250002118293
94,6,4,16,0.6,0.0014894999985699542,0.008939167000789894
95,6,4,1,0.8,0.0022254579998843838,0.0009503330002189614
96,6,4,2,0.8,0.0022254579998843838,0.0015154169996094424
97,6,4,4,0.8,0.0022254579998843838,0.0028437080000003334
98,6,4,8,0.8,0.0022254579998843838,0.005268209002679214
99,6,4,16,0.8,0.0022254579998843838,0.036883374999888474
100,6,5,1,0.2,0.0008043329980864655,0.0008561249997001141
101,6,5,2,0.2,0.0008043329980864655,0.0012192499998491257
102,6,5,4,0.2,0.0008043329980864655,0.0021227920005912893
103,6,5,8,0.2,0.0008043329980864655,0.0038097920005384367
104,6,5,16,0.2,0.0008043329980864655,0.00733645799846272
105,6,5,1,0.4,0.0007624999998370185,0.0007802079999237321
106,6,5,2,0.4,0.0007624999998370185,0.001167041998996865
107,6,5,4,0.4,0.0007624999998370185,0.0021667500004696194
108,6,5,8,0.4,0.0007624999998370185,0.0038229589990805835
109,6,5,16,0.4,0.0007624999998370185,0.007261583999934373
110,6,5,1,0.6,0.0014996669997344725,0.0008968750007625204
111,6,5,2,0.6,0.0014996669997344725,0.0013724999989790376
112,6,5,4,0.6,0.0014996669997344725,0.002534957999159815
113,6,5,8,0.6,0.0014996669997344725,0.004625500001566252
114,6,5,16,0.6,0.0014996669997344725,0.009011375001136912
115,6,5,1,0.8,0.0025548750018060673,0.0010294169987901114
116,6,5,2,0.8,0.0025548750018060673,0.0016473329997097608
117,6,5,4,0.8,0.0025548750018060673,0.0029096250000293367
118,6,5,8,0.8,0.0025548750018060673,0.0054782919978606515
119,6,5,16,0.8,0.0025548750018060673,0.010590375000901986
120,6,6,1,0.2,0.0006027500021446031,0.0007531250012107193
121,6,6,2,0.2,0.0006027500021446031,0.0011144579984829761
122,6,6,4,0.2,0.0006027500021446031,0.0020091250007681083
123,6,6,8,0.2,0.0006027500021446031,0.003585542002838338
124,6,6,16,0.2,0.0006027500021446031,0.006894834001286654
125,6,6,1,0.4,0.0004976669988536742,0.0007102919989847578
126,6,6,2,0.4,0.0004976669988536742,0.00106683299964061
127,6,6,4,0.4,0.0004976669988536742,0.001916332999826409
128,6,6,8,0.4,0.0004976669988536742,0.0033803330006776378
129,6,6,16,0.4,0.0004976669988536742,0.0064745839990791865
130,6,6,1,0.6,0.0012736249991576187,0.000843624999106396
131,6,6,2,0.6,0.0012736249991576187,0.0013341660014702938
132,6,6,4,0.6,0.0012736249991576187,0.002431417000479996
133,6,6,8,0.6,0.0012736249991576187,0.0044720410005538724
134,6,6,16,0.6,0.0012736249991576187,0.008521583000401733
135,6,6,1,0.8,0.0019825419985863846,0.0009305829989898484
136,6,6,2,0.8,0.0019825419985863846,0.0014642499991168734
137,6,6,4,0.8,0.0019825419985863846,0.0027277920016786084
138,6,6,8,0.8,0.0019825419985863846,0.005030500000430038
139,6,6,16,0.8,0.0019825419985863846,0.009822833999351133
140,6,7,1,0.2,0.0006060000014258549,0.0007380840033874847
141,6,7,2,0.2,0.0006060000014258549,0.00114591699821176
142,6,7,4,0.2,0.0006060000014258549,0.0019916669989470392
143,6,7,8,0.2,0.0006060000014258549,0.0035776670010818634
144,6,7,16,0.2,0.0006060000014258549,0.006819334001193056
145,6,7,1,0.4,0.0009043329991982318,0.0007943330019770656
146,6,7,2,0.4,0.0009043329991982318,0.0012092920005670749
147,6,7,4,0.4,0.0009043329991982318,0.002217125002061948
148,6,7,8,0.4,0.0009043329991982318,0.004028374998597428
149,6,7,16,0.4,0.0009043329991982318,0.007778790997690521
150,6,7,1,0.6,0.0012781250006810296,0.0008522499992977828
151,6,7,2,0.6,0.0012781250006810296,0.0013065419989288785
152,6,7,4,0.6,0.0012781250006810296,0.0024196249978558626
153,6,7,8,0.6,0.0012781250006810296,0.004427916999702575
154,6,7,16,0.6,0.0012781250006810296,0.008481125001708278
155,6,7,1,0.8,0.001989458000025479,0.0009327500010840595
156,6,7,2,0.8,0.001989458000025479,0.0014647909993072972
157,6,7,4,0.8,0.001989458000025479,0.0027398330021242145
158,6,7,8,0.8,0.001989458000025479,0.0050084159993275534
159,6,7,16,0.8,0.001989458000025479,0.009735416999319568
160,6,8,1,0.2,0.00018066700067720376,0.0006267919998208527
161,6,8,2,0.2,0.00018066700067720376,0.0008974169977591373
162,6,8,4,0.2,0.00018066700067720376,0.0015147500016610138
163,6,8,8,0.2,0.00018066700067720376,0.002740500000072643
