,size,instance,depth,diag_time,sim_time
0,6,0,1,0.0002208339974458795,1.4500001270789653e-05
1,6,0,2,0.0002208339974458795,8.417002391070127e-06
2,6,0,4,0.0002208339974458795,1.2042000889778137e-05
3,6,0,6,0.0002208339974458795,1.391699697705917e-05
4,6,0,8,0.0002208339974458795,1.0750001820269972e-05
5,6,0,16,0.0002208339974458795,1.6125002730404958e-05
6,6,1,1,1.8041999283013865e-05,6.791997293476015e-06
7,6,1,2,1.8041999283013865e-05,8.332997822435573e-06
8,6,1,4,1.8041999283013865e-05,8.333998266607523e-06
9,6,1,6,1.8041999283013865e-05,9.082999895326793e-06
10,6,1,8,1.8041999283013865e-05,1.0666997695807368e-05
11,6,1,16,1.8041999283013865e-05,1.5666999388486147e-05
12,6,2,1,1.3749999197898433e-05,5.540998245123774e-06
13,6,2,2,1.3749999197898433e-05,5.874997441424057e-06
14,6,2,4,1.3749999197898433e-05,7.4169984145555645e-06
15,6,2,6,1.3749999197898433e-05,8.999999408842996e-06
16,6,2,8,1.3749999197898433e-05,1.0334002581657842e-05
17,6,2,16,1.3749999197898433e-05,1.6250000044237822e-05
18,6,3,1,1.2250002328073606e-05,5.583999154623598e-06
19,6,3,2,1.2250002328073606e-05,5.958001565886661e-06
20,6,3,4,1.2250002328073606e-05,7.792001269990578e-06
21,6,3,6,1.2250002328073606e-05,9.125000360654667e-06
22,6,3,8,1.2250002328073606e-05,1.049999991664663e-05
23,6,3,16,1.2250002328073606e-05,1.5624998923158273e-05
24,6,4,1,1.1916999937966466e-05,5.666999641107395e-06
25,6,4,2,1.1916999937966466e-05,5.83300061407499e-06
26,6,4,4,1.1916999937966466e-05,7.624999852851033e-06
27,6,4,6,1.1916999937966466e-05,8.584000170230865e-06
28,6,4,8,1.1916999937966466e-05,1.0374998964834958e-05
29,6,4,16,1.1916999937966466e-05,1.5749999874969944e-05
30,6,5,1,1.1625001206994057e-05,7.083999662427232e-06
31,6,5,2,1.1625001206994057e-05,6.166999810375273e-06
32,6,5,4,1.1625001206994057e-05,7.458998879883438e-06
33,6,5,6,1.1625001206994057e-05,8.584000170230865e-06
34,6,5,8,1.1625001206994057e-05,1.0375002602813765e-05
35,6,5,16,1.1625001206994057e-05,1.5375000657513738e-05
36,6,6,1,1.1915999493794516e-05,5.166999471839517e-06
37,6,6,2,1.1915999493794516e-05,5.916001100558788e-06
38,6,6,4,1.1915999493794516e-05,7.375001587206498e-06
39,6,6,6,1.1915999493794516e-05,8.499999239575118e-06
40,6,6,8,1.1915999493794516e-05,9.917002898873761e-06
41,6,6,16,1.1915999493794516e-05,1.6250000044237822e-05
42,6,7,1,1.3707998732570559e-05,5.083002179162577e-06
43,6,7,2,1.3707998732570559e-05,5.7920005929190665e-06
44,6,7,4,1.3707998732570559e-05,7.499998901039362e-06
45,6,7,6,1.3707998732570559e-05,8.792001608526334e-06
46,6,7,8,1.3707998732570559e-05,1.020900162984617e-05
47,6,7,16,1.3707998732570559e-05,1.5042001905385405e-05
48,6,8,1,1.2625001545529813e-05,5.666999641107395e-06
49,6,8,2,1.2625001545529813e-05,6.124999345047399e-06
50,6,8,4,1.2625001545529813e-05,7.500002539018169e-06
51,6,8,6,1.2625001545529813e-05,8.958999387687072e-06
52,6,8,8,1.2625001545529813e-05,9.416999091627076e-06
53,6,8,16,1.2625001545529813e-05,1.529200017102994e-05
54,6,9,1,1.2124997738283128e-05,5.500001861946657e-06
55,6,9,2,1.2124997738283128e-05,6.166999810375273e-06
56,6,9,4,1.2124997738283128e-05,9.332998160971329e-06
57,6,9,6,1.2124997738283128e-05,9.082999895326793e-06
58,6,9,8,1.2124997738283128e-05,9.87499879556708e-06
59,6,9,16,1.2124997738283128e-05,1.4582998119294643e-05
60,8,0,1,1.820800025598146e-05,3.7874997360631824e-05
61,8,0,2,1.820800025598146e-05,1.1625001206994057e-05
62,8,0,4,1.820800025598146e-05,1.683399750618264e-05
63,8,0,6,1.820800025598146e-05,2.3624997993465513e-05
64,8,0,8,1.820800025598146e-05,3.1249997846316546e-05
65,8,0,16,1.820800025598146e-05,5.687500015483238e-05
66,8,1,1,1.5792000340297818e-05,7.208000170066953e-06
67,8,1,2,1.5792000340297818e-05,1.1374999303370714e-05
68,8,1,4,1.5792000340297818e-05,1.7832997400546446e-05
69,8,1,6,1.5792000340297818e-05,2.3374999727820978e-05
70,8,1,8,1.5792000340297818e-05,2.808299905154854e-05
71,8,1,16,1.5792000340297818e-05,5.30420002178289e-05
72,8,2,1,1.5749999874969944e-05,8.457998774247244e-06
73,8,2,2,1.5749999874969944e-05,1.1083000572398305e-05
74,8,2,4,1.5749999874969944e-05,1.7875001503853127e-05
75,8,2,6,1.5749999874969944e-05,2.3332999262493104e-05
76,8,2,8,1.5749999874969944e-05,2.941699858638458e-05
77,8,2,16,1.5749999874969944e-05,5.4542000725632533e-05
78,8,3,1,1.5666999388486147e-05,8.041999535635114e-06
79,8,3,2,1.5666999388486147e-05,1.1790998541982844e-05
80,8,3,4,1.5666999388486147e-05,1.6874997527338564e-05
